"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 2, 1, 2, 0, 1, 0, 0, 0, 0, 0]",0
"[0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0]",0
"[0, 0, 1, 0, 0, 2, 1, 0, 2, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 1, 0, 2, 0, 1, 0]",0
"[0, 0, 1, 2, 0, 2, 1, 1, 2, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 1, 0, 2, 0, 1, 0]",0
"[0, 0, 1, 2, 0, 2, 1, 1, 2, 0, 0, 2, 1, 2, 1, 2, 0, 2, 0, 1, 0, 2, 0, 1, 0]",0
"[0, 2, 0, 2, 0, 2, 0, 0, 2, 0, 0, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 2, 0, 1, 0]",0
"[0, 2, 0, 2, 0, 2, 0, 2, 2, 0, 0, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 2, 0, 1, 1]",0
"[0, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 2, 0, 2, 1, 2, 0, 2, 1, 1, 0, 2, 0, 1, 1]",0
"[0, 2, 2, 2, 2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0]",-14.5
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0]",0
"[0, 0, 0, 0, 0, 2, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0]",0
"[0, 0, 1, 2, 0, 2, 2, 0, 1, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0]",0
"[0, 0, 1, 2, 0, 2, 2, 0, 1, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 2, 0]",0
"[0, 0, 1, 0, 1, 2, 2, 2, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 2, 0]",0
"[0, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2, 0, 2, 0]",0
"[0, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 1, 2, 0, 2, 1, 2, 0]",0
"[0, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 1, 2, 0, 2, 1, 2, 0]",0
"[2, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 1, 0, 0, 2, 1, 0, 1]",0
"[2, 0, 1, 0, 1, 2, 2, 2, 1, 0, 2, 1, 1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 1, 0, 1]",3.5
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[1, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 0, 0, 2, 2, 0, 0, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 1, 0, 2, 2, 0, 2, 0, 1, 0, 2, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 1, 0, 2, 2, 0, 2, 0, 1, 0, 2, 1, 1, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0]",0
"[0, 0, 2, 1, 1, 2, 2, 0, 2, 0, 1, 0, 2, 1, 1, 0, 2, 0, 2, 2, 0, 0, 1, 0, 0]",0
"[0, 0, 2, 0, 0, 2, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1, 0]",0
"[2, 0, 2, 0, 0, 2, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1, 0]",0
"[2, 0, 2, 0, 1, 2, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 2, 0, 2, 2, 0, 0, 1, 1, 2]",0
"[2, 0, 2, 0, 1, 2, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0, 2, 0, 2, 2, 2, 0, 1, 1, 2]",-9.5
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0]",0
"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0]",0
"[2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0
"[2, 0, 2, 0, 2, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0
"[2, 0, 2, 0, 2, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 1, 0]",0
"[2, 0, 2, 2, 2, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0]",0
"[0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 0, 1, 0, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0]",0
"[0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 0]",0
"[2, 0, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 0, 1, 0, 2, 0, 1, 0, 1, 2, 1, 0, 1, 0]",0
"[2, 0, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 1, 0]",-0.5
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0]",0
"[0, 1, 2, 0, 0, 1, 2, 0, 2, 0, 1, 0, 0, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 0, 0]",0
"[0, 1, 2, 0, 0, 1, 2, 0, 2, 0, 1, 2, 0, 1, 0, 2, 0, 2, 0, 1, 0, 2, 0, 1, 0]",0
"[0, 1, 2, 0, 1, 1, 2, 0, 2, 0, 1, 2, 0, 1, 0, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0]",0
"[0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 1, 0]",0
"[0, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 2, 0, 1, 1, 2, 0, 2, 2, 1, 0, 2, 0, 0, 2]",0
"[2, 0, 2, 0, 1, 0, 2, 0, 2, 2, 0, 2, 0, 1, 1, 2, 0, 2, 2, 1, 0, 2, 1, 0, 2]",0
"[2, 0, 2, 0, 1, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 2, 1, 0, 2]",-12.5
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]",0
"[0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]",0
"[0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]",0
"[0, 1, 2, 2, 0, 0, 0, 1, 2, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0]",0
"[0, 1, 2, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 2, 0]",0
"[0, 1, 2, 2, 0, 0, 0, 1, 2, 1, 0, 1, 0, 1, 0, 0, 2, 1, 0, 2, 0, 1, 0, 2, 0]",0
